name,unit_code,operator,gender,facility_type,region,city,county,facility_url,jurisdiction,agency,unit_full_name,family_liaison,date_established,total_employees,security_employees,non_security_employees,windham_employees,medical_employees,capacity,custody_levels,acreage,agricultural_ops,manufacturing_ops,facility_ops,additional_ops,medical_capabilities,educational_programs,additional_programs,community_work,volunteer_initiatives,street_address,parsed_city,state,zip_code,phone,location_description,senior_warden,latitude,longitude
Ney,HF,CID,Male,Prison,IV,Hondo,Medina,https://www.tdcj.texas.gov/unit_directory/hf.html,Texas,TDCJ,Joe Ney Unit,,March 1995,134,27,27,5,Medical = 7; Mental Health = 0,576,"G1, G2",24,None,None,Unit Maintenance,None,"Ambulatory medical and dental services. All services on a single level, including CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention","Faith-Based Dormitory, Adult Education Program (upon availability),  Reentry Planning, Chaplaincy Services, GO KIDS Initiative",Services provided to city and county agencies and the local school district.,"Substance Abuse Education, Support Groups, Religious/Faith-Based Studies and Activities",Joe Ney Unit,Hondo,TX,78861-3812,(830) 426-8030,Two miles west of Hondo on CR 424 in Medina County,,29.3474565,-99.14142489999999
O'Daniel,MV,CID,Female,Prison,VI,Gatesville,Coryell,https://www.tdcj.texas.gov/unit_directory/mv.html,Texas,TDCJ,Patrick L. O'Daniel Unit,,July 1975,300,49,49,7,Medical = 14; Mental Health = 6,644,"G1-G5, Security Detention, Death Row",97,"O'Daniel, Crain, Hilltop, Hughes, and Murray work in cooperation: Edible and Field Crops, Farm Shop, Security Horses, and Swine Finishing Operation.",Braille Facility,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Medical care available 24 hours a day, seven days a week. Twenty in-patient mental health beds, chronic care clinic, and CPAP accommodating housing available. Managed by UTMB.","Academic, CHANGES (Pre-Release), Cosmetology, Horticulture/Urban Farming; Braille (Windham and TDCJ partnership), STRIVE (Windham and TDCJ partnership).","Faith-Based Dormitory, Restrictive Housing Safekeeping Video Initiative, Adult Education Program (upon availability), Peer Education, Reentry Planning, Chaplaincy Services, GO KIDS Initiative, Veterans, Patriot Paws, Life Coach Academy and Transitional Program, Cognitive Life Skills, Peer Support Recovery Coach Program, Recovery Housing Opportunity Program (RHOP), Choices Program for Young Adults, Girls Embracing Mothers (GEMS), The Tank Podcast/Radio Station, Special Projects.",None,"Employment/Job Skills, Substance Abuse Education, Life Skills, Support Groups, Mentoring, Victims Awareness, Religious/Faith-Based Studies and Activities, Women's Storybook Project.",O'Daniel Unit,Gatesville,TX,76528,(254) 865-7226,Four miles north of Gatesville on FM 215 in Coryell County,,31.4855155,-97.72926810000001
Pack,P1,CID,Male,Prison,I,Navasota,Grimes,https://www.tdcj.texas.gov/unit_directory/p1.html,Texas,TDCJ,Wallace Pack Unit,,September 1983,334,56,56,7,Medical = 25; Mental Health = 2,"1,426","G1-G3, Security Detention, Outside Trusty","7,002 (Co-located with Luther)","Pack and Luther work in cooperation: Cow/Calf Operation, Edible and Field Crops, Farm Shop, Security Horses, Security Pack Canines,  Swine Finishing Operation, Grain Storage, and Buffalo Ranch (11,002 acres).",Surplus Warehouse,Unit Maintenance,Scent-Specific Canines,"Ambulatory medical, dental, and mental health services with 60 wheelchair accommodated cells and 12-bed infirmary. Medical care available 24 hours a day, seven days a week. Digital Medical Services (DMS),  electronic specialty clinics, and chronic care clinics available. Type I Geriatric Facility. All services on a single level, including assisted disability services (ADS) showers and CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED),  CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Construction Carpentry; Hospitality and Tourism","Faith-Based Dormitory, Administrative Segregation Protective Custody Video Initiative, Adult Education Program (upon availability), Life Decisions Program, Peer Education,  Reentry Planning, Chaplaincy Services, Community Tours, GO KIDS Initiative",Services provided to  city agencies and Texas Parks and Wildlife.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education, Support Groups, Victims Awareness, Religious/Faith-Based Studies and Activities",Wallace Pack Unit,Navasota,TX,77868,(936) 825-3728,Five miles south of Navasota on FM 1227 in Grimes County,,30.3244896,-96.10614520000001
Plane/Santa Maria Baby Bonding,LJ,CID,Female,State Jail,VI,Dayton,Liberty,https://www.tdcj.texas.gov/unit_directory/lj.html,Texas,TDCJ,Lucile Plane State Jail,,May 1995,418,80,80,23,Medical = 30; Mental Health = 4,"2,296","J1-J4; G1, G2, Transient",394 (Co-located with Hightower and Henley),"Plane, Henley, and Hightower work in cooperation: Security Horses, Security Pack Canines, and Unit Garden.",None,Unit Maintenance,Substance abuse screening and assessment; Laundry services provided for the Henley State Jail.,"Ambulatory medical, dental, and mental health services. Digital Medical Services (DMS), OB/GYN and mammography specialty care clinics, and electronic specialty care clinics available. All services on a single level, including CPAP accommodating housing.  Managed by UTMB.","Literacy (Adult Basic Education/GED), Reading, Title I, CHANGES/Pre-Release, Cognitive Intervention, Parenting Seminar; Career and Technology Programs: Business Computer Information Systems II; Landscape Design, Construction and Maintenance; Construction Carpentry","Faith-Based Dormitory, Prisoner Reentry Initiative (PRI),  Baby and Mother Bonding Initiative (BAMBI), Peer Education, Wrap Around Reentry Resource Fair, Adult Education Program (upon availability), Reentry Planning, Chaplaincy Services, Community Tours, GO KIDS Initiative",Services provided to city and county agencies and the local school district.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education, Life Skills, Mentoring, Arts/Crafts, Parent Training, Support Groups, Religious/Faith-Based Studies and Activities, Post-Release Housing, Girl Scouts Beyond Bars, Family Visitation Center, Women's Storybook Project",Lucile Plane State Jail,Dayton,TX,77535,(936) 258-2476,Four miles north of Dayton on FM 686 off Hwy 321 in Liberty County,,30.1092317,-94.93462439999999
Polunsky,TL,CID,Male,Prison,I,Livingston,Polk,https://www.tdcj.texas.gov/unit_directory/tl.html,Texas,TDCJ,Allan B. Polunsky Unit,Rebecca Sharp,November 1993,554,102,102,12,Medical = 45; Mental Health = 7,"2,984","G1-G5, Death Row, Security Detention, Mental Health",472,"Security Horses, Security Pack Canines, Tree Farm, Unit Garden, Unit Food Bank Garden Program",Box Factory,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Medical care available 24 hours a day, seven days a week. Seventeen-bed infirmary, including 13 assisted living beds, two respiratory isolation rooms and two mental health observation rooms. Type I Geriatric Facility. Chronic care clinics and Telemedicine and Digital Medical Services (DMS) available. All services on a single level, including CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED),  CHANGES/Pre-Release,  Cognitive Intervention; Career and Technology Programs: Automotive Specialization (Transmission Repair); Electrical Trades; Heating, Ventilation, Air Conditioning and Refrigeration; Mill and Cabinetmaking","Faith-Based Dormitory, Adult Education Program (upon availability),  Peer Education, Reentry Planning, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative",Services provided to the area food bank and the Texas Department of Transportation.,"Employment/Job Skills, Substance Abuse Education, Life Skills, Parent Training, Support Groups, Mentoring, Religious/Faith-Based Studies and Activities",Allan B. Polunsky Unit,Livingston,TX,77351,(936) 967-8082,Five miles southwest of Livingston on FM 350 in Polk County,,30.6984603,-95.0147286
Powledge,B2,CID,Male,Prison,II,Palestine,Anderson,https://www.tdcj.texas.gov/unit_directory/b2.html,Texas,TDCJ,Louis C. Powledge Unit,,July 1982,290,60,60,7,Medical = 28; Mental Health = 1,816,"G2, G3, Security Detention, Outside Trusty","20,528 (Co-located with Coffield, Gurney, Michael, and Beto)","Powledge, Beto, Coffield, Gurney, and Michael work in cooperation: Feed mill and Grain Storage, Farm Shop, Cow/Calf Operation, Poultry Laying Operation, Swine Farrowing/Nursery/Finishing Operations, Pork Processing Plant, Security Horses, Security Pack Canines, Edible and Field Crops, and Unit Garden.",Metal Fabrication Plant,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services with 57 wheelchair accommodated cells and 14-bed infirmary. Medical care available 24 hours a day, seven days a week. Type I Geriatric Facility.  Chronic care clinic available. All services on a single level, including assisted disability services (ADS) showers and CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Collision Repair and Refinishing; Painting and Decorating; Welding; Trinity Valley Community College Vocational: Auto Body; Welding","Faith-Based Dormitory, Administrative Segregation Protective Custody Video Initiative, Adult Education Program (upon availability), Life Decisions Program, Peer Education, Reentry Planning, Chaplaincy Services, GO KIDS Initiative",Services provided to city and county agencies and the Texas Department of Transportation.,"Substance Abuse Education, Life Skills, Support Groups, Mentoring, Religious/Faith-Based Studies and Activities",Louis C. Powledge Unit,Palestine,TX,75803,(903) 723-5074,Seven miles west of Palestine off FM 645 on FM 3452 in Anderson County,,31.7342262,-95.80287369999999
Ramsey,R1,CID,Male,Prison,III,Rosharon,Brazoria,https://www.tdcj.texas.gov/unit_directory/r1.html,Texas,TDCJ,W. F. Ramsey Unit,,July 1908,429,84,84,13,Medical = 21; Mental Health = 1,"1,865","G1-G3, G5, Security Detention, Outside Trusty","14,667 (Co-located with Stringfellow and Terrell); (Additional 2,200 leased acres)","Ramsey, Stringfellow, and Terrell work in cooperation: Cotton Gin, Cow/Calf Operation, Edible and Field Crops, Farm Shop, Fresh Vegetable Cannery, Grain Dryer/Storage, Alfalfa Dehydrator, Swine Finishing Operation, Security Horses, and Security Pack Canines.",Furniture Refinishing Factory,Region III (Southern Region) Maintenance Headquarters; Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Telemedicine, Digital Medical Services (DMS), electronic specialty clinics, and CPAP accommodating housing available. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Specialization (Air Conditioning and Brakes); Mill and Cabinetmaking; Apprenticeship Programs: Assembly Technician (Cabinetmaker); Alvin Community College Academic; University of Houston-Clear Lake Academic (Bachelors and Masters Programs)","Administrative Segregation Protective Custody Video Initiative, Adult Education Program (upon availability), Chaplaincy Services, Faith-Based Dormitory, Gang Renouncement and Dissociation Process (GRAD), GO KIDS Initiative, Reentry Planning, Peer Education",Services provided to Habitat for Humanity.,"Employment/Job Skills, Substance Abuse Education, Life Skills, Mentoring, Support Groups, Religious/Faith-Based Studies and Activities, Reentry Programs, Veterans Programs",W. F. Ramsey Unit,Rosharon,TX,77583,(281) 595-3491,Four miles west of FM 521 on FM 655 in Brazoria County,,29.309992,-95.53810109999999
Roach,RH,CID,Male,Prison,V,Childress,Childress,https://www.tdcj.texas.gov/unit_directory/rh.html,Texas,TDCJ,T. L. Roach Unit,,August 1991,289,59,59,15,Medical = 16; Mental Health = 0,"1,384","G1, G2, G4","1,651","Security Horses, Security Pack Canines,  Unit Food Bank Garden, Contract Farming Operations",Soap and Detergent Factory; Childress Distribution Center,Region V (Panhandle Region) Maintenance Headquarters; Unit Maintenance,Scent-Specific Canines; Human Remains Detection (HRD) Canines,"Ambulatory medical, dental, and mental health services. Telemedicine Services and CPAP accommodating housing available. Managed by Texas Tech.","Literacy (Adult Basic Education/GED), Special Education, Title I, CHANGES/Pre-Release, English as a Second Language, Cognitive Intervention; Career and Technology Programs: Construction Carpentry;  Heating, Ventilation, Air Conditioning and Refrigeration; Landscape Design, Construction and Maintenance","Adult Education Program (upon availability), Chaplaincy Services, Crime Stoppers, Community Tours, Faith-Based Dormitory, GO KIDS Initiative, Peer Education, Reentry Planning, Special Alternative Incarceration Program (SAIP) - Boot Camp for Men","Services provided to city and county agencies,  the Texas Department of Public Safety, the area food bank, the Texas Department of Transportation, and Texas Parks and Wildlife.","Literacy/Education, Substance Abuse Education, Life Skills, Arts/Crafts, Support Groups, Religious/Faith-Based Studies and Activities",T. L. Roach Unit,Childress,TX,79201,(940) 937-6364,Two miles southwest of Hwy 287 on FM 164 in Childress County,,34.4301205,-100.2750884
Robertson,RB,CID,Male,Prison,V,Abilene,Jones,https://www.tdcj.texas.gov/unit_directory/rb.html,Texas,TDCJ,French Robertson Unit,Angela Iwerebor,September 1992,513,73,73,15,Medical = 47; Mental Health = 8,"2,978","G1-G5, Security Detention, Transient",402 (Co-located with Middleton),"Robertson and Middleton work in cooperation: Security Horses, Security Pack Canines,  and Unit Garden. Robertson participates in the Unit Food Bank Garden Program.",Garment Factory,Unit Maintenance,Scent-Specific Canines; Regional Release Site; Laundry services provided for the Middleton Unit.,"Ambulatory medical, dental, and mental health services. Medical care available 24 hours a day, seven days a week. Seventeen-bed infirmary with 15 inpatient beds and two crisis management beds. Chronic care clinic and Telemedicine Services available.  All services on a single level, including Americans with Disabilities Act (ADA) compliant showers and CPAP accommodating housing. Managed by Texas Tech.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Automotive Specialization (Brakes);  Heating, Ventilation, Air Conditioning and Refrigeration; Small Engine Repair","Adult Education Program (upon availability), Chaplaincy Services, Community Tours, Faith-Based Dormitory, GO KIDS Initiative, Life Decisions Program, Peer Education, Reentry Planning",None,"Literacy/Education, Substance Abuse Education, Life Skills, Arts/Crafts, Parent Training, Support Groups, Religious/Faith-Based Studies and Activities, Storybook Project",French Robertson Unit,Abilene,TX,79601,(325) 548-9035,Ten miles northeast of Abilene on FM 3522 in Jones County,,32.5564077,-99.63329549999999
San Saba,N2,CID,Male,Prison,IV,San Saba,San Saba,https://www.tdcj.texas.gov/unit_directory/n2.html,Texas,TDCJ,San Saba Unit,,June 1992; transferred to TYC February 1996; transferred to TDCJ in September 2007,135,25,25,0,Medical = 10; Mental Health = 0,606,"G1, G2",25,Unit Garden,None,Unit Maintenance,None,"Ambulatory medical,  dental, and limited mental health services. Telemedicine Services available. All services on a single level. Managed by UTMB.",Central Texas College Academic,"Chaplaincy Services, Faith-Based Dormitory, GO KIDS Initiative",Services provided to city and county agencies.,Religious/Faith-Based Studies and Activities,San Saba Unit,San Saba,TX,76877,(325) 372-4255,Two miles on Hwy 190 to Wallace Creek Road (FM 1030) in San Saba County,,31.19583339999999,-98.718443
Sanchez,RZ,CID,Male,State Jail,IV,El Paso,El Paso,https://www.tdcj.texas.gov/unit_directory/rz.html,Texas,TDCJ,Rogelio Sanchez State Jail,,February 1996,287,52,52,13,Medical = 15; Mental Health = 0,"1,100","J1-J2, G1, G2, Transient",102,Unit Garden,None,Unit Maintenance,Scent-Specific Canines,Ambulatory medical and dental services. Telemedicine Services available. All services on a single level.  Managed by Texas Tech.,"Literacy (Adult Basic Education/GED), Reading, CHANGES/Pre-Release, English as a Second Language, Cognitive Intervention; Career and Technology Programs: Heating, Ventilation, Air Conditioning and Refrigeration; Construction Carpentry; Culinary Arts","Faith-Based Dormitory, Adult Education Program (upon availability), Life Decisions Program,  U.S. Border Patrol Community Education Program, Reentry Planning, Chaplaincy Services, Community Tours, Crime Stoppers, GO KIDS Initiative","Services provided to city, county and state agencies, area school districts, the Texas Department of Public Safety, the Texas Department of Transportation, and Texas Parks and Wildlife.","Substance Abuse Education, Life Skills, Support Groups, Religious/Faith-Based Studies and Activities",Rogelio Sanchez State Jail,El Paso,TX,79938-8456,(915) 856-0046,IH-10 east 7.5 miles on Montana off of Joe Battle and Loop 375 in El Paso County,,31.8135157,-106.2517063
Sayle,SY,CID,Male,SAFPF,V,Breckenridge,Stephens,https://www.tdcj.texas.gov/unit_directory/sy.html,Texas,TDCJ,Walker Sayle Unit,,August 1994,146,29,29,6,Medical = 7; Mental Health = 0,632,Substance Abuse,113,,,Unit Maintenance,None,"Ambulatory medical and dental services. Telemedicine Services available. All services on a single level, including Americans with Disability Act (ADA) accommodating showers. Managed by Texas Tech.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release","Faith-Based Dormitory, Adult Education Program (upon availability), Chaplaincy Services, GO KIDS","Services provided to city and county agencies, area school districts,  and Texas Parks and Wildlife.","Reentry/Life Skills, Religious/Faith-Based, Substance Abuse, Support Groups",Walker Sayle Unit,Breckenridge,TX,76424-7301,(254) 559-1581,Five miles northeast of Breckenridge in Stephens County,,32.7995074,-98.84397849999999
Scott,J4,CID,Male,Psychiatric,III,Richmond,Fort Bend,https://www.tdcj.texas.gov/unit_directory/j4.html,Texas,TDCJ,Wayne Scott Unit,Kertina Major,November 1993,433,40,40,1,Medical = 64; Mental Health = 32,550,Mental Health,"933 (Co-located with Jester I, Jester III, and Vance)",None,None,Unit Maintenance,None,"Ambulatory medical,  dental, and in-patient mental health services. Medical care available 24 hours a day, seven days a week. Digital Medical Services (DMS), electronic specialty clinics, chronic care clinic, and CPAP accommodating housing available. There are 550 in-patient mental health beds available. All services on a single level. Managed by UTMB.",Special Education; Alvin Community College Vocational: Food Service Preparation,"Adult Education Program (upon availability), Chaplaincy Services, Faith-Based Dormitory, GO KIDS Initiative",None,"Life Skills, Religious/Faith-Based Studies and Activities",Wayne Scott Unit,Richmond,TX,77406,(281) 277-3700,Four  miles east of Richmond on Hwy 90A in Fort Bend County,,29.6227414,-95.70313809999999
Segovia,EN,CID,Male,Pre-Release,IV,Edinburg,Hidalgo,https://www.tdcj.texas.gov/unit_directory/en.html,Texas,TDCJ,Manuel A. Segovia Unit,,March 1995,233,41,41,9,Medical = 13; Mental Health = 1,"1,224","G1, G2",300 (Co-located with Lopez),"Segovia and Lopez work in cooperation: Contract Farming, Security Horses, Security Pack Canines, and Unit Garden.",None,Unit Maintenance,Scent-Specific Canines; Laundry services provided for the Lopez State Jail.,Ambulatory medical and dental services. Managed by UTMB.,"Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, English as a Second Language, Cognitive Intervention","Faith-Based Dormitory, Adult Education Program (upon availability), Life Decisions Program, Reentry Planning, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative","Services provided to the Texas Department of Transportation, the area food bank, Habitat for Humanity, and Texas Parks and Wildlife.","Substance Abuse Education, Life Skills, Support Groups, Religious/Faith-Based Studies and Activities",Manuel A. Segovia Unit,Edinburg,TX,78542,(956) 316-2400,9.4 miles north of Edinburg off Hwy 281 in Hidalgo County,,26.4168191,-98.1207802
Skyview,SV,CID,Co-Gender,Psychiatric,II,Rusk,Cherokee,https://www.tdcj.texas.gov/unit_directory/sv.html,Texas,TDCJ,Skyview Unit,Ann Fraser,July 1988,318,25,25,0,Medical = 56; Mental Health = 30,562,Mental Health,58 (Co-located with Hodge); (Additional 92 leased acres),Unit Garden,None,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services with 562 inpatient mental health beds. Medical care available 24 hours a day, seven days a week. Telemedicine services, specialty clinics, and CPAP accommodating housing available. Managed by UTMB.",None,"Adult Education Program (upon availability), Chaplaincy Services",None,"Substance Abuse Education, Support Groups, Religious/Faith-Based Studies and Activities, Family Visitation Center",Skyview Unit,Rusk,TX,75785-3666,(903) 683-5781,West of Highway 69 North on FM 2972 in Cherokee County,,31.7960064,-95.15022139999999
Smith,SM,CID,Male,Prison,V,Lamesa,Dawson,https://www.tdcj.texas.gov/unit_directory/sm.html,Texas,TDCJ,Preston E. Smith Unit,Amanda Tejeda,October 1992,252,67,67,11,Medical = 24; Mental Health = 0,"2,098","G1-G5, Security Detention",563,"Contract Farming and Grazing, Security Horses, Security Pack Canines, Unit Garden",Mattress Factory,Unit Maintenance,None,"Ambulatory medical, dental, and mental health services. Telemedicine Services available. All services on a single level, including assisted disability services (ADS) showers and CPAP accommodating housing. Managed by Texas Tech.","Literacy (Adult Basic Education/GED), Special Education, CHANGES/Pre-Release, English as a Second Language, Cognitive Intervention; Career and Technology Programs: Electrical Trades; Mill and Cabinetmaking; Piping Trades/ Plumbing; Western Texas College Vocational: Horticulture","Adult Education Program (upon availability), Chaplaincy Services, Community Tours, Faith-Based Dormitory, GO KIDS Initiative, Peer Education, Reentry Planning",Services provided to city and county agencies and the Texas Department of Public Safety.,"Substance Abuse Education, Arts/Crafts, Life Skills, Mentoring, Support Groups, Religious/Faith-Based Studies and Activities",Preston E. Smith Unit,Lamesa,TX,79331-1898,(806) 872-6741,Three miles on FM 827 East off Hwy 87 South in Dawson County,,32.7376001,-101.950992
Stevenson,SB,CID,Male,Prison,III,Cuero,DeWitt,https://www.tdcj.texas.gov/unit_directory/sb.html,Texas,TDCJ,Clarence N. Stevenson Unit,,April 1994,272,59,59,8,Medical = 14; Mental Health = 0,"1,384","G1, G2, G4",464,"Contract Grazing, Security Horses, Security Pack Canines,  Unit Garden, Texas Second Chance Program",Modular Furniture Factory,Unit Maintenance,None,"Ambulatory medical and dental services. Telemedicine and Digital Medical Services (DMS) available. All services on a single level, including CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs:  Electrical Trades; Piping Trades/Plumbing","Faith-Based Dormitory, Adult Education Program (upon availability), Reentry Planning, Peer Education, Chaplaincy Services, GO KIDS Initiative","Services provided to city and county agencies, area school districts, the area food bank, Habitat for Humanity, and the Texas Department of Transportation.","Substance Abuse Education, Life Skills, Support Groups, Religious/Faith-Based Studies and Activities",Clarence N. Stevenson Unit,Cuero,TX,77954,(361) 275-2075,One mile northeast of Cuero city limits on FM 766 in DeWitt County,,29.1335439,-97.2977848
Stiles,ST,CID,Male,Prison,III,Beaumont,Jefferson,https://www.tdcj.texas.gov/unit_directory/st.html,Texas,TDCJ,Mark W. Stiles Unit,Toby Royal,June 1993,495,64,64,7,Medical = 60; Mental Health = 5,"3,367","G1-G5, Security Detention, Safekeeping",776 (Co-located with Gist and LeBlanc),"Stiles, Gist, and LeBlanc work in cooperation: Security Horses, Security Pack Canines, and Unit Garden.",None,Unit Maintenance,Scent-Specific Canines; Human Remains Detection (HRD) Canines; Laundry services provided for the Gist State Jail.,"Ambulatory medical, dental, and mental health services with 21 wheelchair accommodated bunks. Medical care available 24 hours a day, seven days a week. Seventeen bed infirmary, including 13 assisted living beds, two respiratory isolation rooms and two mental health observation rooms. Onsite  infectious disease specialty clinics and HIV program available. Telemedicine and Digital Medical Services (DMS) available.  All services on a single level, including assisted disability services (ADS) showers and CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), Special Education, CHANGES/Pre-Release, Cognitive Intervention; Lamar State College Vocational: Air Conditioning and Refrigeration I and II; Auto Mechanics; Auto Mechanics II (Transmission)","Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education,  Reentry Planning, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative",None,"Literacy/Education, Substance Abuse Education, Life Skills, Support Groups,  Religious/Faith-Based Studies and Activities, Veterans Programs",Mark W. Stiles Unit,Beaumont,TX,77705,(409) 722-5255,Four miles southeast of Beaumont on FM 3514 in Jefferson County,,29.9882945,-94.0524485
Stringfellow,R2,CID,Male,Prison,III,Rosharon,Brazoria,https://www.tdcj.texas.gov/unit_directory/r2.html,Texas,TDCJ,"A. M. ""Mac"" Stringfellow Unit",,July 1908,313,47,47,3,Medical = 17; Mental Health = 3,"1,212","G1-G4, Outside Trusty; Substance Abuse","14,667 (Co-located with Ramsey and Terrell); (Additional 2,200 leased acres)","Stringfellow, Ramsey,  and Terrell work in cooperation: Cotton Gin, Cow/Calf Operation, Edible and Field Crops, Farm Shop, Fresh Vegetable Cannery, Grain Dryer/Storage, Alfalfa Dehydrator, Swine Finishing Operation, Security Horses, and Security Pack Canines.",Southern Region Distribution and Freight Terminal,Unit Maintenance,Kosher Kitchen,"Ambulatory medical, dental, and mental health services. Digital Medical Services (DMS), electronic specialty clinics, and CPAP accommodating housing available. Managed by UTMB.","Literacy (Adult Basic Education/GED),  CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Construction Carpentry; Diesel Mechanics","Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education, Chaplaincy Services, Community Tours, Crime Stoppers, GO KIDS Initiative","Services provided to county agencies, local organizations, and Habitat for Humanity.","Employment/Job Skills, Substance Abuse Education, Life Skills, Support Groups, Religious/Faith-Based Studies and Activities","A. M. ""Mac"" Stringfellow Unit",Rosharon,TX,77583,(281) 595-3413,Four miles west of FM 521 on FM 655 in Brazoria County,,29.285969,-95.5467978
Telford,TO,CID,Male,Prison,II,New Boston,Bowie,https://www.tdcj.texas.gov/unit_directory/to.html,Texas,TDCJ,Barry B. Telford Unit,Cynthia Skipper,July 1995,449,84,84,12,Medical = 49; Mental Health = 5,"2,451","G1-G5, Security Detention, Safekeeping","1,206","Security Horses, Security Pack Canines,  Unit Garden, Cow/Calf Operation, Field Crops, Unit Food Bank Garden Program",None,Unit Maintenance,Scent-Specific Canines,"Ambulatory medical, dental, and mental health services. Medical care available 24 hours a day, seven days a week. Seventeen bed infirmary, including 13 assisted living beds, two respiratory isolation beds and two mental health observation rooms. Telemedicine Services available. All services on a single level, including CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED), CHANGES/Pre-Release, Cognitive Intervention; Career and Technology Programs: Construction Carpentry; Electrical Trades; Small Engine Repair","Adult Education Program (upon availability), Chaplaincy Services, Crime Stoppers, Faith-Based Dormitory, GO KIDS Initiative, Life Decisions Program, Peer Education, Reentry Planning","Services provided to city and county agencies, area school districts, and the Texas Department of Transportation.","Employment/Job Skills, Substance Abuse Education, Life Skills, Parent Training, Support Groups, Victims Awareness, Religious/Faith-Based Studies and Activities, Post-Release Housing",Barry B. Telford Unit,New Boston,TX,75570,(903) 628-3171,Two miles south of IH-30 on Hwy 98 in Bowie County,,33.4224812,-94.4780006
Terrell,R3,CID,Male,Prison,III,Rosharon,Brazoria,https://www.tdcj.texas.gov/unit_directory/r3.html,Texas,TDCJ,C. T. Terrell Unit,,September 1983,466,81,81,8,Medical = 30; Mental Health = 2,"1,603","G1-G3,  Outside Trusty","14,667 (Co-located with Ramsey and Stringfellow); (Additional 2,200 leased acres)","Terrell, Ramsey, and Stringfellow  work in cooperation: Cotton Gin, Cow/Calf Operation, Edible and Field Crops, Farm Shop, Fresh Vegetable Cannery, Grain Dryer/Storage, Alfalfa Dehydrator, Swine Finishing Operation, Security Horses, and Security Pack Canines.",Southern Region Mechanical Shop,Unit Maintenance,Southern Region Offender Transportation; Office of the Inspector General Regional Headquarters,"Ambulatory medical, dental, and mental health services.  Medical care available 24 hours a day, seven days a week. Infirmary with 12 assisted living beds. Telemedicine, Digital Medical Services (DMS), and audiology available. Type I Geriatric Facility. All services on a single level, including assisted disability services (ADS) showers and CPAP accommodating housing. Managed by UTMB.","Literacy (Adult Basic Education/GED),  CHANGES/Pre-Release,  Cognitive Intervention; Career and Technology Programs:  Electrical Trades; Welding","Faith-Based Dormitory, Adult Education Program (upon availability), Peer Education, Reentry Planning, Chaplaincy Services, Crime Stoppers, GO KIDS Initiative",Services provided to county agencies.,"Literacy/Education, Employment/Job Skills, Substance Abuse Education, Life Skills, Support Groups, Religious/Faith-Based Studies and Activities",C. T. Terrell Unit,Rosharon,TX,77583,(281) 595-3481,Four miles west of FM 521 on FM 655 in Brazoria County,,29.2991447,-95.5367431
